ru250m;pop_tot
20655006725750;1
20655006728750;1
20655006729250;7
20655006729500;2
20655006730750;24
20655006795000;1
20655006795250;3
20655006797000;10
20655006797250;8
20655006797500;14
20655006797750;7
20655006890500;64
20655006890750;75
20655006891000;16
20655006891250;16
20655006891500;165
20655006891750;137
20655006892000;125
20655006903250;7
20655006938500;7
20655006939000;6
20655006939250;21
20655006939500;84
20655006939750;61
20655006940000;54
20655006940250;98
20655006940500;14
20655006944000;17
20655006944250;64
20655006944500;90
20655006944750;94
20655006945000;19
20655006945250;36
20655006945500;62
20655006945750;80
20655006946000;128
20655006946250;8
20655006946750;7
20655006947250;85
20655006947500;74
20655006948000;2
20655006960500;3
20655006963250;7
20655006986750;2
20655006987000;10
20655006987250;4
20655006989750;51
20655006990000;81
20655006990250;23
20655006990500;1
20657506454250;1
20657506454500;1
20657506457250;7
20657506458500;5
20657506466500;1
20657506470750;7
20657506482250;4
20657506483250;5
20657506485500;4
20657506485750;2
20657506490500;2
20657506544250;1
20657506599750;1
20657506604000;3
20657506604500;9
20657506604750;9
20657506726500;1
20657506726750;2
20657506729000;2
20657506730750;1
20657506797250;2
20657506797500;3
20657506797750;10
20657506807500;6
20657506886750;7
20657506890750;35
20657506891000;52
20657506891250;192
20657506891500;79
20657506891750;97
20657506892000;6
20657506903500;10
20657506903750;6
20657506940250;17
20657506944250;29
20657506944500;93
20657506944750;84
20657506945500;9
20657506945750;76
20657506946000;18
20657506946250;22
20657506946500;107
20657506946750;145
20657506947000;21
20657506947250;140
20657506947500;36
20657506960750;3
20657506963250;2
20657506989750;5
20657506990000;1
20657506990250;9
20657506990500;2
20660006457000;4
20660006458500;6
20660006465750;3
20660006470750;8
20660006482250;1
20660006483250;5
20660006484000;4
20660006485750;12
20660006486000;5
20660006489500;1
20660006495500;2
20660006495750;4
20660006496000;4
20660006517000;5
20660006604750;77
20660006727000;1
20660006890750;16
20660006891000;3
20660006891250;55
20660006891500;55
20660006891750;125
20660006892000;19
20660006936500;9
20660006936750;15
20660006944250;62
20660006944500;118
20660006944750;7
20660006945750;79
20660006946000;78
20660006946250;3
20660006946500;56
20660006946750;37
20660006947000;40
20660006947250;35
20660006947500;65
20660006947750;4
20660006963000;2
20660006963250;1
20662506455250;2
20662506457000;2
20662506457250;1
20662506458250;4
20662506458500;4
20662506461000;4
20662506474750;9
20662506484750;1
20662506485750;8
20662506486000;4
20662506487750;6
20662506488000;2
20662506489500;1
20662506490500;2
20662506491000;2
20662506491250;5
20662506496000;1
20662506516750;5
20662506604500;26
20662506604750;36
20662506605000;5
20662506807500;5
20662506891000;10
20662506891250;15
20662506891500;9
20662506891750;115
20662506892000;47
20662506936750;1
20662506944500;20
20662506945750;114
20662506946000;51
20662506946500;28
20662506946750;167
20662506947000;164
20662506947250;20
20662506947500;15
20662506957750;8
20662506963250;5
20665006457250;5
20665006458000;15
20665006464750;6
20665006465000;9
20665006470500;2
20665006474750;6
20665006475000;2
20665006476500;4
20665006484500;3
20665006484750;2
20665006487500;1
20665006487750;12
20665006488000;11
20665006496000;5
20665006517000;5
20665006541000;4
20665006541250;3
20665006723000;1
20665006723250;2
20665006731250;1
20665006807250;2
20665006891000;3
20665006891250;27
20665006891500;18
20665006891750;41
20665006892000;38
20665006923500;4
20665006935750;13
20665006936000;9
20665006936250;32
20665006945750;27
20665006946000;53
20665006946500;33
20665006946750;36
20665006947000;5
20665006947250;36
20665006947500;2
20665006952750;5
20665006957750;1
20665006958000;18
20665006963000;8
20665006963250;1
20665006971500;1
20667506454250;4
20667506454500;4
20667506457250;8
20667506457500;1
20667506457750;1
20667506458000;4
20667506458750;2
20667506460500;5
20667506467750;8
20667506468000;1
20667506470500;4
20667506470750;4
20667506475750;6
20667506476250;1
20667506476500;8
20667506476750;3
20667506481750;1
20667506483500;2
20667506483750;6
20667506484250;1
20667506484750;2
20667506488250;2
20667506489750;7
20667506490000;5
20667506516750;4
20667506532500;2
20667506535250;2
20667506541000;2
20667506723000;5
20667506723250;9
20667506723500;20
20667506723750;2
20667506724000;3
20667506724250;12
20667506724500;6
20667506807250;24
20667506870750;1
20667506886250;6
20667506891500;25
20667506891750;22
20667506904500;7
20667506923000;12
20667506923250;10
20667506923500;11
20667506934750;2
20667506935000;11
20667506935250;3
20667506935500;16
20667506935750;4
20667506945750;5
20667506946000;6
20667506946500;22
20667506946750;1
20667506947000;70
20667506947250;42
20667506953000;4
20667506961250;1
20667506963000;11
20667506963250;4
20667506971500;6
20667506991250;11
20667506991500;1
20670006455250;4
20670006457000;5
20670006457250;6
20670006457500;15
20670006458000;6
20670006458750;4
20670006459250;1
20670006459500;2
20670006460500;1
20670006465500;1
20670006470500;4
20670006470750;3
20670006474250;1
20670006475500;2
20670006481250;6
20670006481500;3
20670006483750;5
20670006484000;5
20670006489000;9
20670006489250;4
20670006490500;14
20670006491250;2
20670006491500;6
20670006516500;2
20670006535000;2
20670006535250;1
20670006536500;17
20670006536750;6
20670006589000;4
20670006628250;2
20670006723250;2
20670006723500;12
20670006723750;22
20670006724000;3
20670006724250;7
20670006724500;7
20670006807250;9
20670006807500;20
20670006866000;1
20670006866250;4
20670006870250;1
20670006870500;1
20670006870750;3
20670006872500;3
20670006873000;5
20670006886250;5
20670006888250;3
20670006891250;5
20670006891750;30
20670006904750;5
20670006934750;3
20670006946500;11
20670006946750;7
20670006947000;23
20670006947250;13
20670006953000;8
20670006963000;64
20670006991250;31
20670006991500;33
20672506457000;2
20672506457250;2
20672506459000;5
20672506459250;9
20672506459500;7
20672506460250;2
20672506460500;1
20672506483750;3
20672506484000;2
20672506490750;2
20672506536000;2
20672506536250;3
20672506536750;6
20672506537750;5
20672506575750;2
20672506604500;1
20672506626750;8
20672506723500;1
20672506723750;9
20672506724000;14
20672506724250;29
20672506724500;1
20672506724750;8
20672506807250;3
20672506807500;2
20672506865500;4
20672506865750;2
20672506867250;23
20672506867750;4
20672506868000;5
20672506868500;12
20672506886000;4
20672506891750;7
20672506892000;20
20672506904500;1
20672506922750;1
20672506934750;2
20672506946000;2
20672506946500;23
20672506946750;13
20672506953000;1
20672506962000;50
20672506962250;63
20672506962750;8
20672506963000;65
20672506991500;2
20675006455000;5
20675006456500;6
20675006459250;1
20675006460000;4
20675006483500;3
20675006491250;4
20675006491500;5
20675006493500;6
20675006495250;2
20675006497500;2
20675006498000;6
20675006575500;1
20675006597000;2
20675006604250;2
20675006606500;1
20675006626500;15
20675006626750;5
20675006627750;4
20675006628250;2
20675006724250;6
20675006724500;3
20675006794000;3
20675006807500;6
20675006865500;5
20675006865750;2
20675006867000;6
20675006867500;2
20675006867750;5
20675006885750;1
20675006891750;4
20675006892000;14
20675006922750;3
20675006934500;20
20675006934750;21
20675006945750;2
20675006946000;2
20675006946250;8
20675006946500;17
20675006946750;13
20675006953250;3
20675006960500;2
20675006960750;8
20675006962000;80
20675006962250;131
20675006962750;1
20675006963000;19
20675006963250;5
20675006971500;1
20675006974500;2
20675006991500;7
20675006991750;32
20675006992000;10
20677506455750;12
20677506456000;4
20677506456500;5
20677506460250;1
20677506461500;3
20677506463750;16
20677506464000;8
20677506470000;4
20677506475250;2
20677506475500;2
20677506478000;3
20677506485250;4
20677506485500;5
20677506485750;1
20677506489250;5
20677506491250;1
20677506493500;4
20677506495000;7
20677506495250;7
20677506497750;3
20677506626500;10
20677506626750;20
20677506627250;4
20677506806000;4
20677506863750;7
20677506866500;2
20677506867500;13
20677506867750;3
20677506868250;5
20677506868500;1
20677506885500;2
20677506891750;1
20677506892000;4
20677506904750;7
20677506905000;6
20677506922750;6
20677506934500;2
20677506945750;6
20677506946250;7
20677506946500;6
20677506946750;2
20677506953250;2
20677506953500;12
20677506957500;9
20677506958000;2
20677506960750;11
20677506961750;2
20677506962000;30
20677506962250;119
20677506962500;34
20677506962750;22
20677506963000;17
20677506967000;3
20677506968250;2
20677506968500;4
20677506971250;2
20677506974500;5
20677506975000;3
20677506991500;3
20677506991750;4
20680006455750;5
20680006456000;2
20680006456500;5
20680006457750;4
20680006458000;18
20680006463250;2
20680006463500;5
20680006463750;8
20680006475250;9
20680006479500;3
20680006480000;4
20680006485750;6
20680006486000;5
20680006494000;3
20680006495000;2
20680006495250;6
20680006498250;4
20680006499000;1
20680006537000;1
20680006575250;1
20680006626750;17
20680006627000;2
20680006806000;11
20680006867500;3
20680006868000;7
20680006868250;6
20680006885000;3
20680006885250;1
20680006887750;4
20680006892000;1
20680006892250;4
20680006922500;1
20680006934000;3
20680006934250;4
20680006934500;12
20680006945750;8
20680006946000;6
20680006946250;14
20680006946500;10
20680006953500;2
20680006953750;14
20680006954000;5
20680006954250;1
20680006957500;2
20680006960500;8
20680006960750;3
20680006961500;6
20680006961750;13
20680006962000;43
20680006962250;122
20680006962500;77
20680006962750;21
20680006963000;20
20680006967750;1
20680006971250;1
20682506457500;19
20682506457750;3
20682506462750;1
20682506463000;10
20682506475250;6
20682506479750;3
20682506482750;4
20682506483000;2
20682506485250;3
20682506485500;1
20682506485750;6
20682506486000;4
20682506487750;3
20682506498000;3
20682506499250;2
20682506519750;5
20682506575250;2
20682506608000;7
20682506616000;2
20682506627000;2
20682506627250;2
20682506627500;1
20682506628250;1
20682506628500;1
20682506733250;1
20682506806000;7
20682506807250;10
20682506815500;5
20682506827500;2
20682506874250;4
20682506874500;8
20682506885000;5
20682506891500;2
20682506891750;10
20682506892500;1
20682506922500;4
20682506922750;1
20682506934000;9
20682506934250;13
20682506934500;27
20682506945750;3
20682506946000;4
20682506946250;4
20682506946750;4
20682506953500;27
20682506953750;4
20682506954000;30
20682506961750;4
20682506962000;42
20682506962500;3
20682506963000;10
20682506963250;12
20682506974750;6
20682506975000;2
20685006457500;6
20685006462750;7
20685006465750;4
20685006471000;1
20685006471250;1
20685006475250;3
20685006477000;2
20685006482750;7
20685006486000;5
20685006488000;6
20685006590500;7
20685006617000;4
20685006624500;1
20685006626750;1
20685006627000;8
20685006627250;10
20685006627500;3
20685006805750;4
20685006806000;7
20685006806250;7
20685006807000;1
20685006827250;6
20685006874000;13
20685006874750;3
20685006884000;5
20685006884250;4
20685006884500;3
20685006884750;6
20685006885000;6
20685006887500;9
20685006891500;7
20685006892000;9
20685006892250;3
20685006892500;3
20685006934000;7
20685006934250;13
20685006945750;9
20685006946250;17
20685006946750;4
20685006954000;12
20685006954250;12
20685006957500;1
20685006961750;17
20685006962000;4
20685006963250;10
20685006963500;36
20685006967500;3
20685006968000;5
20685006974750;1
20685006975000;8
20687506462750;14
20687506463000;1
20687506465750;2
20687506471000;1
20687506471250;3
20687506477000;7
20687506482500;5
20687506482750;1
20687506483000;2
20687506486000;2
20687506499500;1
20687506500000;2
20687506536500;7
20687506536750;14
20687506537000;2
20687506612750;6
20687506626500;1
20687506626750;41
20687506627000;53
20687506627250;61
20687506627500;6
20687506628000;7
20687506825500;7
20687506874250;8
20687506882000;8
20687506882750;3
20687506883250;4
20687506883750;8
20687506884000;10
20687506884250;2
20687506884750;2
20687506887000;2
20687506887250;5
20687506891750;11
20687506892000;7
20687506892250;10
20687506892500;7
20687506934000;5
20687506934250;11
20687506934500;12
20687506945750;4
20687506946250;9
20687506946500;3
20687506946750;7
20687506947000;6
20687506954000;7
20687506954250;8
20687506960500;40
20687506961750;6
20687506962000;4
20687506963250;12
20687506963500;94
20687506963750;31
20687506975250;5
20690006457250;2
20690006459000;7
20690006459250;1
20690006460000;3
20690006460250;7
20690006462750;2
20690006463000;6
20690006468000;2
20690006471000;3
20690006471250;1
20690006482500;4
20690006482750;5
20690006500250;4
20690006505000;3
20690006536750;6
20690006537000;6
20690006612750;4
20690006613000;4
20690006615250;1
20690006615750;2
20690006626250;38
20690006626500;64
20690006626750;40
20690006627000;37
20690006627250;3
20690006628000;1
20690006807000;6
20690006807250;4
20690006826500;4
20690006826750;2
20690006874000;2
20690006874250;13
20690006880250;4
20690006880500;7
20690006880750;8
20690006882750;17
20690006883000;10
20690006883250;28
20690006883750;2
20690006884000;5
20690006884500;4
20690006886750;18
20690006887000;20
20690006887250;20
20690006887750;2
20690006891750;3
20690006892250;6
20690006933750;2
20690006934000;5
20690006934500;5
20690006934750;6
20690006946000;11
20690006946250;17
20690006947500;3
20690006956500;4
20690006956750;6
20690006957000;5
20690006958250;5
20690006960250;15
20690006960500;60
20690006961750;7
20690006962000;3
20690006963500;23
20690006963750;42
20690006975000;1
20690006975250;7
20692506457250;3
20692506457500;11
20692506459250;10
20692506459500;1
20692506459750;2
20692506460000;5
20692506460250;4
20692506468000;1
20692506468250;1
20692506468500;1
20692506481000;40
20692506481250;42
20692506482250;1
20692506482500;12
20692506486000;6
20692506486500;3
20692506487000;1
20692506488000;2
20692506495500;2
20692506505000;1
20692506506500;2
20692506536500;8
20692506600500;2
20692506612750;1
20692506613000;3
20692506615250;4
20692506619750;4
20692506795500;3
20692506806750;9
20692506807000;30
20692506807250;77
20692506807500;10
20692506813250;2
20692506826250;5
20692506826500;2
20692506874250;2
20692506874500;7
20692506877750;12
20692506878000;6
20692506878250;8
20692506878500;2
20692506879000;2
20692506879500;8
20692506880750;11
20692506881000;1
20692506881250;11
20692506881500;11
20692506881750;7
20692506882000;6
20692506882250;5
20692506882500;6
20692506882750;24
20692506883000;24
20692506883250;14
20692506886750;2
20692506887000;11
20692506887250;20
20692506887500;2
20692506887750;3
20692506892000;5
20692506892250;17
20692506903250;7
20692506903500;3
20692506934000;3
20692506934500;5
20692506934750;5
20692506935000;5
20692506946000;9
20692506946250;5
20692506947750;9
20692506956500;5
20692506956750;5
20692506957000;3
20692506958250;4
20692506960250;40
20692506960500;29
20692506960750;2
20692506961750;9
20692506962000;9
20692506964000;35
20692506964250;3
20692506966500;6
20692506975250;4
20692506975500;2
20692506976000;4
20695006458000;4
20695006458250;14
20695006460000;10
20695006462500;3
20695006464250;5
20695006467000;4
20695006472000;2
20695006481000;26
20695006481250;49
20695006481500;3
20695006482250;21
20695006488000;5
20695006495250;5
20695006501000;4
20695006501250;2
20695006501500;2
20695006506250;2
20695006536500;2
20695006536750;3
20695006612250;2
20695006619500;5
20695006619750;2
20695006805750;1
20695006806750;7
20695006807000;13
20695006807250;3
20695006807500;13
20695006813250;1
20695006813500;1
20695006826250;7
20695006874250;7
20695006877750;4
20695006879000;15
20695006879250;5
20695006880500;4
20695006881500;4
20695006882000;17
20695006882500;9
20695006882750;19
20695006883000;25
20695006883250;9
20695006883500;21
20695006883750;12
20695006887000;2
20695006887500;9
20695006903000;4
20695006903250;1
20695006913750;10
20695006934750;4
20695006935000;9
20695006946000;6
20695006956500;3
20695006958250;1
20695006958500;12
20695006960000;17
20695006960250;53
20695006960500;1
20695006961750;8
20695006963750;3
20695006964000;39
20695006964250;10
20695006975750;11
20697506458000;3
20697506458250;4
20697506458500;3
20697506459750;4
20697506461500;3
20697506464000;7
20697506469500;1
20697506480500;4
20697506481000;8
20697506481500;4
20697506481750;41
20697506482000;19
20697506482250;31
20697506482500;7
20697506486000;1
20697506486750;2
20697506489000;8
20697506576000;1
20697506610750;2
20697506732500;2
20697506732750;1
20697506806750;11
20697506807250;8
20697506807500;11
20697506807750;9
20697506808250;1
20697506813000;2
20697506813250;11
20697506826000;4
20697506878500;3
20697506879000;10
20697506879250;2
20697506879750;4
20697506881000;6
20697506883250;5
20697506883500;18
20697506883750;30
20697506884000;70
20697506884250;5
20697506887000;1
20697506887500;2
20697506892250;9
20697506892500;10
20697506903000;2
20697506934750;11
20697506935000;2
20697506953750;5
20697506955750;8
20697506956000;5
20697506958500;2
20697506960000;28
20697506960250;41
20697506960500;9
20697506962000;2
20697506964000;79
20697506964250;88
20697506964500;28
20697506965000;2
20697506965250;2
20697506975750;4
20697506976000;6
20697506976250;8
20697506976500;18
20700006458000;6
20700006458250;3
20700006458500;15
20700006458750;6
20700006459750;2
20700006463750;5
20700006464000;1
20700006469000;1
20700006480250;1
20700006480500;3
20700006480750;5
20700006482250;22
20700006482500;9
20700006575750;1
20700006576000;8
20700006610000;1
20700006614000;6
20700006732750;2
20700006806000;2
20700006808000;7
20700006808250;3
20700006813000;1
20700006813250;5
20700006826000;2
20700006876750;10
20700006877000;2
20700006884000;4
20700006884250;38
20700006884500;74
20700006884750;44
20700006885000;20
20700006885250;2
20700006885500;3
20700006887000;3
20700006887250;5
20700006935000;22
20700006935250;9
20700006953750;20
20700006955500;2
20700006955750;4
20700006960000;4
20700006960250;13
20700006963750;5
20700006964000;18
20700006964250;73
20700006964500;59
20700006964750;22
20700006965000;6
20700006965250;2
20700006965500;2
20700006972000;1
20700006975500;2
20700006975750;1
20700006976000;2
20700006976250;12
20702506457750;4
20702506458000;22
20702506458250;4
20702506459000;3
20702506463000;5
20702506463750;6
20702506464000;2
20702506475000;1
20702506475250;1
20702506477000;3
20702506480500;1
20702506480750;2
20702506486500;4
20702506488000;2
20702506488250;1
20702506530250;2
20702506576000;9
20702506576250;5
20702506589500;4
20702506589750;4
20702506651750;1
20702506765000;2
20702506808250;16
20702506813000;8
20702506813250;3
20702506825750;4
20702506885250;9
20702506885500;4
20702506887250;9
20702506892000;7
20702506892250;2
20702506913000;2
20702506935000;8
20702506935250;8
20702506935500;5
20702506953750;25
20702506958250;13
20702506961750;7
20702506964000;13
20702506964250;80
20702506966750;1
20702506975500;7
20702506975750;17
20702506976000;14
20702506976250;1
20702506976500;8
20702506998000;4
20702506998250;2
20705006457750;1
20705006458000;24
20705006460500;4
20705006462000;4
20705006462750;2
20705006463000;12
20705006463250;3
20705006463500;3
20705006469500;6
20705006474750;4
20705006475000;3
20705006477000;4
20705006480250;1
20705006484500;8
20705006486750;3
20705006487000;3
20705006488000;1
20705006490500;3
20705006529750;4
20705006543250;1
20705006576000;4
20705006576250;3
20705006576500;5
20705006576750;4
20705006598500;4
20705006614250;5
20705006614500;1
20705006614750;1
20705006616250;1
20705006650250;2
20705006651500;1
20705006765000;1
20705006808250;4
20705006812250;8
20705006812500;12
20705006812750;1
20705006892000;1
20705006892250;9
20705006912250;10
20705006912500;6
20705006912750;2
20705006913000;11
20705006935000;16
20705006935250;8
20705006935500;10
20705006953750;5
20705006954000;1
20705006955500;21
20705006958000;4
20705006958250;17
20705006964000;46
20705006964250;40
20705006966750;14
20705006967000;2
20705006975250;6
20705006975500;7
20705006975750;5
20705006976000;2
20705006998000;3
20705006998250;3
20705006998500;11
20707506458000;62
20707506460250;5
20707506460500;2
20707506462500;2
20707506463000;5
20707506463250;9
20707506463750;3
20707506466250;2
20707506474500;4
20707506476500;5
20707506483500;6
20707506483750;1
20707506484250;5
20707506485500;1
20707506494750;1
20707506504750;2
20707506529750;2
20707506575750;8
20707506576000;2
20707506576250;4
20707506576500;5
20707506576750;5
20707506577000;5
20707506591250;4
20707506593250;1
20707506593500;1
20707506593750;12
20707506614500;3
20707506758750;3
20707506792250;1
20707506812250;5
20707506825500;4
20707506887250;1
20707506892500;5
20707506905500;4
20707506954000;1
20707506954250;2
20707506955000;39
20707506955250;62
20707506958000;60
20707506958250;77
20707506963750;7
20707506964000;8
20707506964250;10
20707506969750;2
20707506970000;2
20707506975250;3
20710006458000;8
20710006460250;4
20710006483500;2
20710006484000;5
20710006485000;4
20710006490750;4
20710006495000;1
20710006529000;5
20710006575750;5
20710006576500;1
20710006577000;1
20710006610250;10
20710006614250;1
20710006618750;3
20710006632750;2
20710006759000;1
20710006765750;6
20710006767000;3
20710006812000;10
20710006817000;8
20710006887250;1
20710006905500;6
20710006935750;4
20710006954000;12
20710006954250;12
20710006954500;10
20710006954750;20
20710006955000;40
20710006955250;3
20710006958000;34
20710006958250;23
20710006958500;8
20710006963250;2
20710006963750;2
20710006964000;7
20710006964250;3
20710006969500;1
20710006969750;14
20710006975250;9
20712506458500;2
20712506460250;3
20712506466500;4
20712506474500;1
20712506478500;4
20712506479000;2
20712506482750;6
20712506483500;4
20712506483750;4
20712506484000;2
20712506557500;1
20712506575250;6
20712506575500;5
20712506576000;1
20712506576250;1
20712506588250;4
20712506590750;1
20712506591500;1
20712506591750;4
20712506592000;14
20712506592250;6
20712506592750;1
20712506593000;2
20712506593250;3
20712506614250;5
20712506618250;1
20712506619250;4
20712506619500;3
20712506809250;11
20712506809500;1
20712506811250;9
20712506811500;7
20712506811750;13
20712506817500;2
20712506819250;3
20712506820000;1
20712506892500;2
20712506906000;11
20712506936000;11
20712506955000;68
20712506955250;51
20712506958000;76
20712506958500;4
20712506960250;2
20712506963250;1
20712506964000;29
20712506968250;2
20712506968500;5
20712506968750;40
20712506969000;40
20712506969250;21
20712506969500;5
20712506975250;12
20715006459000;16
20715006459250;5
20715006460250;15
20715006474250;2
20715006474500;6
20715006479000;4
20715006479250;3
20715006482750;6
20715006483000;6
20715006483750;10
20715006485250;2
20715006485500;4
20715006494750;9
20715006495000;1
20715006524000;4
20715006524250;1
20715006562500;1
20715006576500;1
20715006576750;4
20715006591750;3
20715006592000;2
20715006620000;2
20715006759750;4
20715006772250;1
20715006809000;5
20715006809250;5
20715006809500;2
20715006809750;9
20715006810000;7
20715006811000;9
20715006811250;4
20715006817750;2
20715006819750;3
20715006820250;7
20715006821500;3
20715006825250;3
20715006887000;4
20715006906000;2
20715006906250;6
20715006907000;4
20715006907250;6
20715006935750;3
20715006936000;4
20715006954750;5
20715006955000;1
20715006955250;94
20715006955500;29
20715006958000;25
20715006961500;18
20715006964000;21
20715006975000;12
20715006993500;4
20717506458500;2
20717506458750;16
20717506460000;3
20717506460250;10
20717506462500;2
20717506474250;16
20717506474500;4
20717506478750;2
20717506479250;8
20717506479500;3
20717506483000;6
20717506484000;3
20717506485250;4
20717506488500;5
20717506494750;4
20717506495000;6
20717506524750;1
20717506562250;2
20717506562500;7
20717506562750;7
20717506574750;5
20717506576000;6
20717506576750;5
20717506577000;10
20717506577250;3
20717506587000;1
20717506589750;2
20717506650250;5
20717506769000;3
20717506772000;7
20717506772250;11
20717506772750;6
20717506783250;2
20717506810000;5
20717506810250;12
20717506810500;4
20717506811000;5
20717506817500;1
20717506818000;4
20717506820000;10
20717506825250;7
20717506886750;5
20717506887000;58
20717506908000;2
20717506955000;9
20717506955250;32
20717506955500;49
20717506958000;11
20717506958250;9
20717506960500;5
20717506961250;1
20717506961500;18
20717506962000;7
20717506962250;1
20717506964000;18
20717506975000;8
20717506993000;2
20717506993250;1
20717506993500;6
20717506993750;5
20720006460000;2
20720006460250;12
20720006462000;2
20720006462500;18
20720006467000;2
20720006474000;17
20720006474250;3
20720006474500;4
20720006478000;5
20720006485750;5
20720006521750;2
20720006522000;4
20720006561500;2
20720006562000;2
20720006574750;3
20720006575000;5
20720006575750;9
20720006576000;10
20720006576250;17
20720006576500;10
20720006576750;2
20720006577000;1
20720006579250;2
20720006585250;1
20720006585500;2
20720006592750;4
20720006599500;1
20720006767250;3
20720006767500;4
20720006771250;4
20720006771500;2
20720006771750;9
20720006772000;61
20720006772250;14
20720006772500;22
20720006772750;38
20720006773000;7
20720006773250;17
20720006810250;9
20720006810500;11
20720006811000;6
20720006817500;2
20720006817750;9
20720006818000;7
20720006820750;5
20720006822000;10
20720006824750;5
20720006886000;45
20720006886250;1
20720006886500;12
20720006886750;51
20720006887000;7
20720006892500;1
20720006892750;10
20720006893250;1
20720006893750;6
20720006909250;5
20720006936250;2
20720006936500;4
20720006955250;5
20720006957500;6
20720006957750;1
20720006958000;97
20720006958250;43
20720006960500;8
20720006961250;2
20720006961500;7
20720006964000;5
20720006993000;1
20720006993500;6
20722506459000;1
20722506459250;12
20722506459500;1
20722506459750;6
20722506460000;8
20722506462250;7
20722506462500;7
20722506462750;2
20722506467000;1
20722506473750;4
20722506474000;2
20722506474250;5
20722506474500;1
20722506485750;1
20722506489250;1
20722506574750;8
20722506575750;8
20722506576000;2
20722506576250;2
20722506576500;2
20722506577000;2
20722506578750;4
20722506579250;3
20722506579500;4
20722506579750;1
20722506592000;1
20722506593000;4
20722506732500;5
20722506767500;1
20722506768000;2
20722506770250;16
20722506770500;6
20722506770750;12
20722506771000;2
20722506771250;5
20722506771500;1
20722506772000;1
20722506772250;4
20722506772500;8
20722506773000;1
20722506773250;6
20722506773500;10
20722506811000;1
20722506817250;3
20722506817500;3
20722506817750;12
20722506819500;2
20722506820250;5
20722506821750;1
20722506824000;5
20722506824250;5
20722506886000;36
20722506886250;3
20722506892500;5
20722506892750;6
20722506893000;11
20722506909500;5
20722506909750;3
20722506936500;3
20722506948750;2
20722506955250;7
20722506955500;6
20722506957750;8
20722506958000;50
20722506958250;136
20722506958500;9
20722506961250;6
20722506961500;8
20722506979250;6
20722506992750;1
20722506993000;3
20722506993250;5
20725006459500;6
20725006459750;3
20725006460000;21
20725006462250;16
20725006462500;9
20725006464500;5
20725006468250;4
20725006474000;2
20725006478000;3
20725006486500;3
20725006487000;2
20725006489750;4
20725006490000;3
20725006491500;2
20725006491750;2
20725006574500;9
20725006574750;9
20725006575250;13
20725006576500;5
20725006585250;1
20725006593250;2
20725006597000;1
20725006650250;2
20725006768000;1
20725006770500;7
20725006770750;6
20725006771000;10
20725006772750;2
20725006773000;14
20725006811000;4
20725006817250;5
20725006817500;1
20725006819250;4
20725006822250;1
20725006822500;3
20725006885750;37
20725006886000;65
20725006886500;36
20725006886750;14
20725006892500;8
20725006892750;2
20725006893000;9
20725006893750;6
20725006909500;3
20725006936500;6
20725006948500;4
20725006948750;3
20725006955750;4
20725006957500;8
20725006957750;64
20725006958000;84
20725006958250;69
20725006961250;10
20725006961500;6
20725006962000;8
20725006962250;11
20725006971000;6
20725006976500;2
20725006976750;1
20725006977500;6
20725006977750;23
20725006978250;18
20725006978500;4
20725006979000;13
20725006993250;2
20727506459750;6
20727506460000;1
20727506462250;10
20727506468500;1
20727506468750;5
20727506469500;3
20727506486000;2
20727506486500;2
20727506486750;2
20727506487000;6
20727506492750;1
20727506568000;3
20727506573250;5
20727506573500;21
20727506573750;13
20727506574000;7
20727506574250;10
20727506574500;2
20727506585000;1
20727506650250;1
20727506782750;14
20727506783000;32
20727506811250;8
20727506815000;4
20727506815250;10
20727506815500;4
20727506815750;4
20727506816000;2
20727506816250;2
20727506816750;1
20727506817000;5
20727506819000;1
20727506885750;7
20727506886000;37
20727506886250;6
20727506886500;9
20727506892750;2
20727506893000;1
20727506893750;4
20727506948500;6
20727506949000;5
20727506956000;5
20727506957250;3
20727506957500;39
20727506957750;48
20727506958000;65
20727506958250;81
20727506961250;1
20727506961500;13
20727506961750;4
20727506962000;2
20727506962250;10
20727506976250;6
20727506976500;8
20727506978750;7
20727506979500;1
20730006460000;4
20730006462250;36
20730006462500;13
20730006468500;2
20730006481750;1
20730006482000;2
20730006492500;5
20730006493000;4
20730006493250;1
20730006493500;5
20730006567750;9
20730006573250;3
20730006573500;7
20730006573750;21
20730006574000;24
20730006574250;5
20730006574750;4
20730006579000;8
20730006579250;5
20730006583000;1
20730006583500;4
20730006585000;1
20730006585250;5
20730006585500;2
20730006770750;13
20730006773000;9
20730006773250;5
20730006782750;2
20730006783000;16
20730006801000;2
20730006811250;3
20730006811500;3
20730006814750;3
20730006815000;8
20730006815500;7
20730006816750;7
20730006817000;7
20730006817500;6
20730006818250;8
20730006818500;5
20730006819000;9
20730006886500;15
20730006893000;4
20730006893250;5
20730006955750;4
20730006957250;33
20730006957500;173
20730006957750;103
20730006958000;11
20730006958250;7
20730006961250;1
20730006961500;5
20730006962000;5
20730006968500;4
20730006968750;8
20730006969500;4
20730006969750;1
20730006975250;1
20730006976500;19
20730006979500;11
20730006979750;7
20732506459250;14
20732506459500;2
20732506459750;35
20732506460000;22
20732506462250;26
20732506464750;13
20732506465000;18
20732506465250;4
20732506481750;4
20732506482000;1
20732506492750;2
20732506493500;1
20732506560750;4
20732506568500;1
20732506573250;5
20732506573500;37
20732506573750;14
20732506583250;1
20732506584000;1
20732506584250;4
