ru250m;pop_tot
21737507028000;1
21737507031250;3
21737507032250;3
21737507038750;2
21737507060750;7
21737507061000;5
21737507062500;1
21737507078250;13
21740006530500;8
21740006541250;10
21740006541750;10
21740006542000;19
21740006542250;3
21740006544750;2
21740006545000;3
21740006546000;3
21740006546250;4
21740006546500;2
21740006547000;4
21740006547250;17
21740006547500;9
21740006547750;3
21740006548250;12
21740006548500;5
21740006548750;3
21740006561250;8
21740006583000;5
21740006583250;8
21740006584000;5
21740006584250;3
21740006584500;68
21740006584750;51
21740006585000;47
21740006585250;14
21740006587250;2
21740006587500;1
21740006594750;1
21740006595000;6
21740006595250;7
21740006595500;10
21740006595750;6
21740006597500;4
21740006597750;43
21740006598500;2
21740006599250;12
21740006599500;7
21740006614500;8
21740006615000;3
21740006615250;4
21740006616750;6
21740006625500;4
21740006625750;1
21740006626500;1
21740006626750;7
21740006627000;24
21740006627250;13
21740006660250;1
21740006670000;42
21740006670250;17
21740006670500;6
21740006671500;4
21740006673000;3
21740006674750;5
21740006675500;4
21740006728250;5
21740006729500;5
21740006737500;3
21740006741000;2
21740006741250;5
21740006741500;7
21740006742000;11
21740006742250;6
21740006742500;2
21740006742750;2
21740006743000;3
21740006743250;14
21740006743500;12
21740006743750;2
21740006745000;3
21740006752500;1
21740006757250;1
21740006776500;6
21740006776750;2
21740006787500;1
21740006788750;1
21740006792000;1
21740006792250;2
21740006795500;2
21740006800250;3
21740006801500;2
21740006804000;1
21740006804250;3
21740006804500;5
21740006804750;37
21740006805000;2
21740006805250;3
21740006872750;6
21740006873000;13
21740006873250;8
21740006873500;29
21740006874750;10
21740006903250;2
21740006903750;7
21740006904000;16
21740006962750;1
21740006963250;9
21740006963500;44
21740006963750;4
21740006974500;1
21740006986500;2
21740006990750;12
21740006991000;6
21740007000000;4
21740007016500;3
21740007016750;2
21740007018000;4
21740007027000;2
21740007029250;3
21740007031250;3
21740007031500;7
21740007031750;2
21740007038750;3
21740007060500;5
21742506528250;3
21742506530500;1
21742506536250;2
21742506539500;2
21742506539750;2
21742506540500;8
21742506540750;3
21742506541000;5
21742506541500;23
21742506541750;14
21742506542000;2
21742506544750;4
21742506545000;8
21742506545250;2
21742506545500;2
21742506547250;3
21742506560750;3
21742506561250;4
21742506583000;1
21742506584000;25
21742506584250;9
21742506584500;6
21742506585000;5
21742506585250;8
21742506595750;6
21742506596000;2
21742506596250;15
21742506596500;9
21742506597000;2
21742506597250;5
21742506597500;63
21742506597750;29
21742506598500;3
21742506599500;2
21742506599750;1
21742506600000;3
21742506614750;4
21742506615000;11
21742506616500;5
21742506616750;3
21742506625500;1
21742506625750;4
21742506626500;7
21742506637500;1
21742506669750;4
21742506670000;4
21742506670250;45
21742506670500;33
21742506670750;7
21742506671250;4
21742506671500;7
21742506674250;2
21742506728000;3
21742506729500;5
21742506740500;1
21742506741000;8
21742506741250;6
21742506742000;3
21742506742750;1
21742506743250;6
21742506743500;8
21742506743750;6
21742506776500;1
21742506776750;1
21742506777000;2
21742506778250;1
21742506786750;5
21742506787500;2
21742506788250;2
21742506791750;4
21742506792000;9
21742506797250;6
21742506797500;6
21742506800250;1
21742506801750;4
21742506802000;2
21742506803500;4
21742506803750;10
21742506804500;8
21742506804750;75
21742506805000;26
21742506872500;4
21742506872750;13
21742506873250;3
21742506873500;17
21742506874500;7
21742506903500;6
21742506904000;4
21742506963000;13
21742506963250;92
21742506963500;88
21742506963750;23
21742506974500;4
21742506985250;2
21742506985750;2
21742506990750;3
21742506991000;7
21742506997500;7
21742507000500;2
21742507016750;4
21742507018000;6
21742507020500;1
21742507027000;11
21742507030750;4
21742507031500;4
21742507038750;7
21742507039000;4
21742507040500;2
21742507063250;1
21745006528500;3
21745006530000;5
21745006539750;10
21745006540000;8
21745006540250;12
21745006540500;19
21745006540750;9
21745006541000;8
21745006541250;1
21745006541500;25
21745006541750;11
21745006545250;3
21745006561000;2
21745006583500;6
21745006583750;4
21745006584000;56
21745006584250;12
21745006584500;4
21745006585000;1
21745006596500;3
21745006597000;14
21745006598000;2
21745006598500;1
21745006615000;18
21745006615250;7
21745006616500;19
21745006616750;16
21745006626250;1
21745006670000;5
21745006670250;15
21745006670500;43
21745006671000;8
21745006671500;1
21745006729000;3
21745006736750;4
21745006738250;6
21745006739000;4
21745006739750;2
21745006740000;5
21745006740500;4
21745006741000;2
21745006743250;4
21745006744000;12
21745006766500;1
21745006776250;3
21745006786250;2
21745006787250;8
21745006790000;4
21745006790250;2
21745006790750;3
21745006791000;5
21745006791250;14
21745006791500;9
21745006791750;4
21745006797000;7
21745006801750;4
21745006803500;6
21745006803750;2
21745006804000;1
21745006804500;10
21745006804750;26
21745006805000;16
21745006805750;2
21745006872250;2
21745006872500;5
21745006872750;1
21745006873000;10
21745006903000;4
21745006903750;5
21745006904000;1
21745006963000;11
21745006963250;38
21745006963500;35
21745006963750;2
21745006974000;2
21745006974250;2
21745006985000;3
21745006990750;2
21745006991000;8
21745006991250;4
21745006997750;4
21745007000250;2
21745007000500;5
21745007004000;3
21745007016750;11
21745007026750;3
21745007031000;2
21745007032750;2
21745007038500;2
21745007049750;1
21745007063250;2
21745007078000;1
21747506529750;5
21747506530500;3
21747506530750;5
21747506535500;2
21747506539750;2
21747506540500;8
21747506541000;11
21747506541250;22
21747506541500;16
21747506541750;8
21747506544000;3
21747506544250;3
21747506560750;2
21747506561000;2
21747506583250;2
21747506583500;7
21747506583750;8
21747506584000;28
21747506584500;8
21747506585250;1
21747506596750;9
21747506597000;1
21747506597250;5
21747506599750;1
21747506600000;4
21747506600250;5
21747506600500;2
21747506614750;5
21747506615000;2
21747506615250;1
21747506616500;13
21747506616750;89
21747506617000;31
21747506623750;4
21747506636000;5
21747506668750;5
21747506669000;2
21747506670000;6
21747506670250;14
21747506671000;3
21747506671750;4
21747506728000;3
21747506729500;6
21747506735500;1
21747506736000;4
21747506737250;1
21747506737500;1
21747506737750;1
21747506738000;3
21747506738250;12
21747506738500;9
21747506738750;2
21747506739500;4
21747506739750;16
21747506740000;3
21747506743750;2
21747506744000;1
21747506744250;9
21747506776000;1
21747506776250;7
21747506777000;1
21747506786500;5
21747506787250;1
21747506789250;2
21747506789500;2
21747506789750;15
21747506790000;9
21747506790250;6
21747506790500;6
21747506790750;6
21747506791250;5
21747506796500;4
21747506797000;7
21747506801750;4
21747506803500;6
21747506872250;1
21747506872500;5
21747506872750;2
21747506903000;4
21747506903750;15
21747506963500;9
21747506984500;1
21747506989500;1
21747506991000;21
21747506991250;6
21747506997750;2
21747507000500;3
21747507004250;2
21747507020750;6
21747507021000;2
21747507038250;1
21747507038500;4
21747507049750;1
21747507063000;1
21747507063250;4
21750006530500;5
21750006531000;2
21750006531250;5
21750006532000;4
21750006533250;2
21750006539500;22
21750006539750;8
21750006541000;8
21750006541250;14
21750006541500;31
21750006541750;4
21750006544250;2
21750006545500;2
21750006583500;39
21750006583750;30
21750006584000;27
21750006584250;4
21750006584500;13
21750006584750;40
21750006585000;2
21750006597000;5
21750006597250;2
21750006597500;1
21750006598500;1
21750006600250;4
21750006600500;12
21750006613750;2
21750006614750;3
21750006615000;11
21750006616500;38
21750006616750;106
21750006636000;7
21750006669250;8
21750006669500;6
21750006669750;3
21750006670000;8
21750006670250;3
21750006671000;2
21750006671250;8
21750006728250;7
21750006734750;2
21750006735000;3
21750006735500;1
21750006736000;2
21750006737250;4
21750006737500;3
21750006739250;3
21750006739500;2
21750006743500;3
21750006744250;11
21750006777000;1
21750006777250;4
21750006786000;3
21750006788000;5
21750006788750;1
21750006789000;1
21750006789250;6
21750006789750;4
21750006790000;5
21750006790250;1
21750006797000;4
21750006800500;2
21750006801500;4
21750006801750;5
21750006872250;1
21750006872500;6
21750006902500;2
21750006903250;4
21750006903500;2
21750006903750;13
21750006904000;4
21750006963250;5
21750006973750;6
21750006991000;10
21750006997750;2
21750007004250;6
21750007016250;10
21750007021000;1
21750007025500;3
21750007063000;1
21752506530000;5
21752506530250;5
21752506530500;2
21752506531500;4
21752506532000;6
21752506532250;7
21752506532500;1
21752506532750;4
21752506533250;1
21752506533500;2
21752506533750;2
21752506534750;2
21752506538750;2
21752506539500;14
21752506539750;18
21752506540000;9
21752506540750;2
21752506541000;4
21752506541500;18
21752506541750;74
21752506542000;3
21752506542250;9
21752506542500;84
21752506545500;2
21752506546750;4
21752506583250;4
21752506583500;13
21752506583750;16
21752506584000;17
21752506584500;7
21752506584750;11
21752506597500;2
21752506598000;3
21752506598750;1
21752506599000;2
21752506599750;2
21752506600500;2
21752506614250;7
21752506614500;5
21752506614750;1
21752506616250;94
21752506616500;3
21752506616750;81
21752506617000;8
21752506623750;2
21752506636000;8
21752506668500;7
21752506669500;1
21752506669750;1
21752506670000;2
21752506671000;8
21752506671250;4
21752506671500;2
21752506733750;2
21752506734250;2
21752506736000;9
21752506736250;4
21752506737000;10
21752506737250;1
21752506738250;3
21752506738750;2
21752506739250;2
21752506744250;4
21752506783750;1
21752506784500;1
21752506785000;2
21752506785250;3
21752506785500;10
21752506788000;7
21752506788250;9
21752506788500;8
21752506788750;4
21752506789000;1
21752506789500;3
21752506789750;1
21752506796500;4
21752506796750;8
21752506799250;2
21752506800250;4
21752506800500;8
21752506800750;2
21752506801000;1
21752506801250;5
21752506872250;9
21752506872500;9
21752506903000;2
21752506903250;1
21752506903750;7
21752506962500;7
21752506973500;2
21752506973750;7
21752506988250;3
21752506988500;4
21752506989500;4
21752506991000;1
21752506991250;1
21752506991500;1
21752507000500;4
21752507015500;6
21752507015750;13
21752507016000;4
21752507016250;6
21752507025750;2
21752507026750;5
21752507030500;3
21752507031750;12
21752507032250;2
21752507050000;2
21752507077750;1
21752507078000;3
21752507078250;5
21755006531500;2
21755006531750;11
21755006532000;3
21755006532250;1
21755006532750;4
21755006533000;6
21755006533250;7
21755006533500;3
21755006533750;4
21755006534000;5
21755006535250;2
21755006536750;5
21755006538750;8
21755006539000;63
21755006539250;1
21755006539500;9
21755006539750;1
21755006540000;5
21755006540250;4
21755006540750;8
21755006541000;2
21755006541500;9
21755006541750;26
21755006542000;50
21755006542250;87
21755006542500;157
21755006542750;14
21755006545250;4
21755006583500;4
21755006583750;3
21755006584000;11
21755006584250;9
21755006597750;4
21755006598000;2
21755006598500;6
21755006599000;1
21755006599750;3
21755006600750;31
21755006601000;1
21755006601250;2
21755006601500;10
21755006613250;1
21755006613500;1
21755006613750;4
21755006614000;4
21755006614250;5
21755006616000;67
21755006616250;118
21755006616500;36
21755006616750;110
21755006617000;41
21755006617250;88
21755006617500;45
21755006617750;43
21755006618000;51
21755006623000;4
21755006623250;4
21755006625500;15
21755006636000;2
21755006636250;9
21755006636500;2
21755006668750;4
21755006669750;10
21755006670000;2
21755006670250;1
21755006671250;1
21755006671500;4
21755006672000;2
21755006733000;5
21755006734750;3
21755006735250;5
21755006735500;6
21755006735750;7
21755006736500;1
21755006737250;7
21755006738250;5
21755006783750;2
21755006784500;1
21755006785000;1
21755006785250;2
21755006785750;1
21755006786000;3
21755006787250;6
21755006787500;5
21755006787750;3
21755006788000;8
21755006788250;3
21755006788750;1
21755006789250;4
21755006789500;2
21755006796500;8
21755006798250;5
21755006800250;5
21755006800750;1
21755006801000;10
21755006801250;2
21755006801500;4
21755006872250;12
21755006872500;2
21755006873500;2
21755006874000;3
21755006903000;3
21755006903750;3
21755006988250;4
21755006991000;1
21755006991250;1
21755006997750;2
21755007004250;6
21755007015500;8
21755007015750;2
21755007025250;4
21755007025500;5
21755007025750;1
21755007030500;2
21755007030750;5
21755007031250;2
21755007031500;20
21755007031750;43
21755007032000;18
21755007032250;9
21755007032500;12
21755007050250;2
21755007077750;2
21757506530250;6
21757506530500;2
21757506533500;9
21757506537500;1
21757506538500;5
21757506538750;41
21757506539000;109
21757506539250;13
21757506539500;3
21757506542000;12
21757506542250;53
21757506542500;104
21757506542750;5
21757506584250;1
21757506597750;2
21757506598000;6
21757506599750;2
21757506600000;2
21757506600250;4
21757506600500;2
21757506612500;1
21757506612750;2
21757506613250;1
21757506613500;6
21757506614000;4
21757506616000;67
21757506616250;119
21757506616500;57
21757506616750;23
21757506617000;48
21757506617250;44
21757506617500;68
21757506617750;119
21757506618000;78
21757506618250;106
21757506618500;53
21757506618750;5
21757506622750;4
21757506623000;3
21757506635750;1
21757506636000;7
21757506636250;1
21757506669250;2
21757506669500;1
21757506669750;5
21757506670000;4
21757506671250;4
21757506732250;1
21757506732500;8
21757506732750;4
21757506733000;1
21757506733500;4
21757506734250;9
21757506735500;10
21757506735750;3
21757506736000;3
21757506736250;4
21757506736750;2
21757506738750;6
21757506753250;3
21757506778250;2
21757506783000;5
21757506783250;2
21757506783750;6
21757506784750;6
21757506785250;1
21757506785500;2
21757506786750;4
21757506787000;6
21757506787250;11
21757506787500;31
21757506787750;13
21757506788000;3
21757506788500;7
21757506796250;2
21757506796500;5
21757506800500;1
21757506801000;5
21757506872000;5
21757506872250;1
21757506903000;7
21757506903250;3
21757506903750;2
21757506962750;8
21757506987250;12
21757506987500;3
21757506987750;12
21757506988000;5
21757506988250;37
21757506991000;17
21757506991250;1
21757507004250;19
21757507004500;2
21757507016750;6
21757507017250;4
21757507017500;10
21757507017750;4
21757507018000;2
21757507018750;10
21757507030750;7
21757507031000;8
21757507031250;3
21757507031500;8
21757507031750;64
21757507032000;39
21757507033000;4
21757507050000;4
21757507063500;3
21757507077250;2
21760006533000;3
21760006533500;5
21760006536750;2
21760006537500;1
21760006537750;1
21760006538500;2
21760006538750;12
21760006539000;73
21760006539250;102
21760006539500;33
21760006539750;6
21760006542250;59
21760006542500;114
21760006542750;100
21760006543000;69
21760006555750;2
21760006568000;4
21760006568250;2
21760006568500;7
21760006584000;1
21760006584250;2
21760006584750;9
21760006597250;5
21760006597750;10
21760006598000;3
21760006598750;9
21760006599750;3
21760006600000;10
21760006600750;6
21760006601250;7
21760006612000;3
21760006612500;5
21760006612750;6
21760006616250;72
21760006616500;105
21760006616750;147
21760006617000;23
21760006617250;20
21760006617500;50
21760006617750;83
21760006618000;41
21760006618250;14
21760006618500;20
21760006618750;23
21760006619250;8
21760006620500;2
21760006636000;2
21760006668500;5
21760006668750;4
21760006669000;7
21760006669750;13
21760006670500;1
21760006731500;14
21760006731750;4
21760006732000;2
21760006732250;4
21760006732500;2
21760006736250;1
21760006753250;2
21760006777750;2
21760006782750;5
21760006783000;2
21760006784000;2
21760006784250;6
21760006784750;2
21760006785750;14
21760006786750;7
21760006787000;4
21760006787250;24
21760006787500;93
21760006787750;54
21760006788250;3
21760006788500;4
21760006796250;1
21760006797500;4
21760006797750;1
21760006798250;6
21760006800250;7
21760006800500;3
21760006902750;2
21760006903000;3
21760006903500;12
21760006903750;1
21760006962500;6
21760006984750;6
21760006987250;2
21760006987750;7
21760006991250;8
21760007003750;5
21760007004250;8
21760007004500;3
21760007015250;6
21760007017250;4
21760007017500;4
21760007018000;3
21760007018500;2
21760007018750;2
21760007031250;3
21760007031750;61
21760007032000;146
21760007032250;19
21760007034000;10
21760007034250;8
21760007034750;1
21760007035000;2
21760007042500;3
21760007066500;1
21760007077000;1
21760007077250;2
21762506530000;3
21762506530500;4
21762506533000;4
21762506534500;5
21762506535750;5
21762506536500;4
21762506537750;3
21762506538000;2
21762506538250;3
21762506538500;69
21762506538750;60
21762506539000;24
21762506539250;52
21762506539500;52
21762506539750;3
21762506540000;9
21762506542500;56
21762506542750;78
21762506543000;18
21762506543250;10
21762506552250;3
21762506567750;4
21762506568000;13
21762506583500;11
21762506584000;3
21762506584750;6
21762506597000;7
21762506597250;4
21762506598250;4
21762506598500;3
21762506599500;1
21762506599750;4
21762506600000;3
21762506601000;3
21762506601250;5
21762506601500;7
21762506605250;2
21762506605750;8
21762506606500;2
21762506606750;3
21762506607000;2
21762506611750;5
21762506612000;2
21762506616000;2
21762506616250;98
21762506616500;90
21762506616750;116
21762506617000;125
21762506617250;136
21762506617500;54
21762506617750;85
21762506618000;114
21762506618250;91
21762506618500;12
21762506618750;2
21762506620250;13
21762506620500;9
21762506621000;10
21762506669000;6
21762506669750;1
21762506728750;12
21762506729000;2
21762506729250;36
21762506729500;35
21762506730250;7
21762506730500;3
21762506730750;15
21762506731000;9
21762506731250;8
21762506731500;4
21762506731750;1
21762506753250;2
21762506782750;5
21762506784000;4
21762506784250;2
21762506784500;2
21762506786000;12
21762506786250;3
21762506787000;5
21762506787250;7
21762506787500;6
21762506787750;30
21762506788000;1
21762506788250;1
21762506798250;3
21762506798500;2
21762506799750;2
21762506800250;4
21762506872250;5
21762506903250;8
21762506903500;1
21762506962250;5
21762506983750;1
21762506987000;5
21762506991250;6
21762507000500;2
21762507004000;8
21762507004500;6
21762507015000;36
21762507015250;25
21762507017500;2
21762507018250;7
21762507030250;5
21762507031250;3
21762507032000;40
21762507032250;31
21762507033250;5
21762507033500;1
21762507033750;3
21762507034000;4
21762507034250;3
21762507034750;6
21762507035000;17
21762507035250;2
21762507035500;11
21762507063750;6
21762507064000;1
21762507078750;10
21762507079000;3
21762507079500;6
21762507079750;5
21765006531000;11
21765006536500;6
21765006536750;6
21765006537500;3
21765006537750;10
21765006538000;1
21765006538250;14
21765006538500;100
21765006538750;136
21765006539000;131
21765006539250;87
21765006539500;85
21765006540000;1
21765006540250;5
21765006540500;3
21765006540750;2
21765006542500;27
21765006542750;53
21765006543000;12
21765006543250;9
21765006547250;1
21765006552500;2
21765006573500;2
21765006583000;2
21765006583250;3
21765006583750;10
21765006584000;4
21765006584500;7
21765006587750;2
21765006598250;4
21765006598500;9
21765006599500;3
21765006600500;2
21765006601250;2
21765006601750;3
21765006606000;2
21765006606750;2
21765006609250;2
21765006611750;12
21765006616000;9
21765006616250;107
21765006616500;177
21765006616750;129
21765006617000;106
21765006617250;105
21765006617500;24
21765006617750;115
21765006618000;99
21765006618250;129
21765006618500;93
21765006618750;62
21765006619000;11
21765006620000;4
21765006620250;16
21765006620500;7
21765006622250;1
21765006635500;1
21765006668250;6
21765006669000;2
21765006728750;2
21765006729000;39
21765006729250;30
21765006729500;64
21765006729750;12
21765006730000;35
21765006730250;13
21765006730500;5
21765006730750;5
21765006731750;2
21765006753000;10
21765006777750;7
21765006781750;3
21765006782000;4
21765006782250;2
21765006782500;2
21765006782750;1
21765006783250;2
21765006784000;1
21765006786000;2
21765006786250;10
21765006787500;2
21765006787750;14
21765006795750;3
21765006796250;1
21765006798250;6
21765006798750;2
21765006799000;4
21765006799250;2
21765006799500;4
21765006800000;4
21765006800250;2
21765006872000;6
21765006872250;9
21765006903000;5
21765006903250;5
21765006962250;4
21765006962750;7
21765006991250;3
21765006998000;11
21765007000500;8
21765007004000;19
21765007015000;4
21765007015250;17
21765007015500;3
21765007016000;4
21765007023000;6
21765007024000;3
21765007030250;5
21765007032000;34
21765007032250;35
21765007033500;7
21765007033750;11
21765007034000;11
21765007034250;4
21765007035000;2
21765007035250;4
21765007035500;1
21765007041500;4
21765007064000;4
21765007079250;6
21765007079500;4
21767506533250;5
21767506536500;6
21767506536750;2
21767506537500;5
21767506537750;42
21767506538250;7
21767506538500;89
21767506538750;131
21767506539000;127
21767506539250;3
21767506539500;4
21767506540250;34
21767506540500;13
21767506540750;1
21767506541250;4
21767506542500;2
21767506542750;19
21767506543000;4
21767506543250;6
21767506543500;1
21767506543750;1
21767506552500;4
21767506553250;1
21767506583000;1
21767506583250;2
21767506583500;2
21767506583750;4
21767506584500;4
21767506588250;6
21767506588750;3
21767506589000;5
21767506598250;6
21767506598500;5
21767506599000;6
21767506599500;5
21767506599750;8
21767506601000;1
21767506605250;2
21767506605750;3
21767506606000;3
21767506608250;2
21767506608500;6
21767506609000;6
21767506610250;2
21767506611250;3
21767506611500;3
21767506611750;2
21767506615000;16
21767506615250;67
21767506615500;61
21767506615750;78
21767506616000;111
21767506616250;190
21767506616500;163
21767506616750;95
21767506617000;123
21767506617250;47
21767506617500;29
21767506617750;4
21767506618000;23
21767506618500;21
21767506618750;12
21767506619000;47
21767506619250;14
21767506619500;23
21767506620000;3
21767506620250;32
21767506620500;21
21767506620750;6
21767506622000;4
21767506622250;2
21767506623250;4
21767506669750;2
21767506670500;2
21767506670750;2
21767506728750;14
21767506729000;25
21767506729250;104
21767506729500;26
21767506729750;11
21767506731000;2
21767506731250;13
21767506782000;1
21767506782250;4
21767506783000;2
21767506783750;1
21767506785500;6
21767506785750;2
21767506786250;8
21767506786500;5
21767506787750;3
21767506788000;2
21767506788250;1
21767506788500;6
21767506798500;6
21767506799250;5
21767506799500;15
21767506799750;6
21767506800000;3
21767506872250;10
21767506902750;4
21767506903250;14
21767506962250;1
21767506983750;3
21767506984250;9
21767506998000;9
21767507004000;7
21767507004250;5
21767507004500;6
21767507004750;3
21767507014750;3
21767507015000;3
21767507015250;1
21767507015500;2
21767507022000;3
21767507022500;2
21767507022750;2
21767507028500;3
21767507028750;3
21767507029750;5
21767507030000;9
21767507032000;47
21767507032250;29
21767507033750;10
21767507037750;3
21767507078500;9
21767507079000;3
21767507079250;8
21767507079500;5
21767507080250;1
21767507080500;2
21770006530750;4
21770006536500;3
21770006536750;25
21770006537500;26
21770006537750;7
21770006538500;108
21770006538750;118
21770006539000;38
21770006539250;162
21770006539500;4
21770006539750;88
21770006540000;41
21770006540250;57
21770006540500;11
21770006540750;5
21770006541250;4
21770006541500;5
21770006541750;13
21770006542750;44
21770006543000;21
21770006543250;13
21770006543500;11
21770006543750;6
21770006553750;6
21770006567250;3
21770006573000;2
21770006582750;2
21770006583000;1
21770006584250;4
21770006584500;8
21770006589250;8
21770006597250;2
21770006597500;4
21770006598250;2
21770006598500;1
21770006598750;11
21770006599500;2
21770006601000;3
21770006602250;3
21770006602750;4
21770006603500;3
21770006604750;8
21770006605500;4
21770006605750;2
21770006606000;4
21770006607000;4
21770006607750;2
21770006608000;4
21770006608500;2
21770006608750;4
21770006609000;2
21770006610250;5
21770006614500;4
21770006615000;21
21770006615250;88
21770006615500;124
21770006615750;104
21770006616000;89
21770006616250;111
21770006616500;93
21770006616750;89
21770006617000;61
21770006619500;8
21770006621000;2
21770006621250;8
21770006622250;4
21770006623500;1
21770006629500;1
21770006635250;4
21770006669000;1
21770006669750;2
21770006670750;2
21770006671000;5
21770006728250;5
21770006728500;9
21770006728750;42
21770006729000;40
21770006729250;51
21770006729500;41
21770006729750;10
21770006730500;1
21770006730750;15
21770006731000;3
21770006754000;1
21770006781500;1
21770006782000;2
21770006783000;1
21770006783500;7
21770006783750;5
21770006785000;1
21770006785250;2
21770006785500;5
21770006786500;3
21770006787250;1
21770006787500;6
21770006787750;2
21770006796000;2
21770006796750;3
21770006798500;2
21770006798750;3
21770006799250;3
21770006902750;15
21770006903000;1
21770006903250;3
21770006962000;4
21770006962250;7
21770006962750;1
21770006963000;2
21770006983750;2
21770006998000;5
21770007000250;4
21770007005000;7
21770007012750;2
21770007013500;2
21770007013750;2
21770007029000;2
21770007030250;7
21770007031500;6
21770007033750;2
21770007079500;4
21772506535000;4
21772506536500;9
21772506536750;20
21772506537500;42
21772506537750;1
21772506538000;13
21772506538250;5
21772506538500;181
21772506538750;187
21772506539000;103
21772506539250;142
21772506539500;29
21772506539750;50
21772506540000;36
21772506540500;2
21772506541750;3
21772506542000;6
21772506542750;6
21772506543000;7
21772506543250;10
21772506544000;1
21772506544250;2
21772506567000;5
21772506567500;5
21772506567750;8
21772506573500;4
21772506582500;3
21772506583000;2
21772506583250;6
21772506583750;6
21772506584250;3
21772506584500;1
21772506588000;7
21772506588250;16
21772506588750;15
21772506589000;1
21772506589250;1
21772506589500;2
21772506589750;3
21772506597250;6
21772506598250;2
21772506600000;3
21772506600250;8
21772506601250;3
21772506602000;3
21772506602250;2
21772506604500;3
21772506605000;1
21772506606000;3
21772506607500;1
21772506608000;7
21772506613250;3
21772506613500;1
21772506613750;6
21772506614250;4
21772506614500;4
21772506615000;4
21772506615250;41
21772506615500;37
21772506616000;4
21772506616250;71
21772506616500;90
21772506616750;89
21772506617000;49
21772506617250;2
21772506621000;5
21772506621250;26
21772506621750;3
21772506622750;14
21772506623000;4
21772506635250;6
21772506668500;2
21772506669000;5
21772506669250;5
21772506669750;1
21772506728000;5
21772506728250;18
21772506728500;13
21772506728750;5
21772506729250;39
21772506729500;64
21772506730250;6
21772506730500;46
21772506730750;40
21772506754000;2
21772506778250;3
21772506778500;3
21772506781250;2
21772506781500;1
21772506782000;6
21772506782250;3
21772506782500;1
21772506782750;3
21772506785000;3
21772506785250;4
21772506785500;3
21772506785750;6
21772506796000;2
21772506796500;6
21772506796750;9
21772506797000;6
21772506797250;1
21772506797750;7
21772506798500;3
21772506798750;3
21772506799000;13
21772506799500;2
21772506873000;4
21772506902500;1
21772506903000;3
21772506903250;3
21772506962500;22
21772506962750;18
21772506963000;1
21772506982250;1
21772506998000;13
21772507000000;2
21772507000250;7
21772507004750;3
21772507012000;2
21772507012250;4
21772507012500;4
21772507012750;3
21772507013000;5
21772507013500;2
21772507028250;3
21772507031500;3
21772507031750;4
21772507033500;2
21775006536500;12
21775006536750;3
21775006537500;12
21775006537750;3
21775006538000;14
21775006538250;115
21775006538500;306
21775006538750;158
21775006539000;92
21775006539250;87
21775006539500;22
21775006539750;75
21775006540000;34
21775006542000;1
21775006542750;13
21775006543000;20
21775006544250;3
21775006544500;9
21775006553750;5
21775006554000;3
21775006561500;1
21775006563500;2
21775006567000;6
21775006567500;5
21775006582500;2
21775006583000;3
21775006583500;2
21775006584250;4
21775006584500;8
21775006587750;1
21775006588000;3
21775006588500;3
21775006588750;2
21775006589000;6
21775006589500;4
21775006599000;2
21775006599250;6
21775006600250;4
21775006601250;2
21775006601750;6
21775006605000;13
21775006613000;3
21775006613250;6
21775006613500;4
21775006615000;2
21775006615250;3
21775006616250;4
21775006616500;5
21775006616750;61
21775006617000;53
21775006617250;20
21775006620750;5
21775006621500;3
21775006621750;21
21775006622000;15
21775006622250;12
21775006622500;30
21775006622750;10
21775006630750;1
21775006635250;3
21775006669000;4
21775006669250;11
21775006669500;12
21775006670000;5
21775006670250;3
21775006670750;7
21775006728000;12
21775006728250;9
21775006728500;5
21775006729250;10
21775006729500;3
21775006729750;82
21775006730000;38
21775006730250;63
21775006730500;42
21775006730750;4
21775006754500;1
21775006778500;1
21775006781500;7
21775006782500;5
21775006784750;3
21775006785000;6
21775006785250;6
21775006786750;2
21775006795250;4
21775006797500;2
21775006797750;3
21775006798000;8
21775006798500;7
21775006798750;9
21775006902750;3
21775006903000;2
21775006903250;6
21775006962000;2
21775006962500;6
21775006962750;52
21775006963000;3
21775006982000;1
21775006991750;3
21775006998000;17
21775007000250;25
21775007000500;18
21775007005250;1
21775007012000;7
21775007012500;8
21775007027750;7
21775007028000;14
21777506531750;3
21777506535000;8
21777506535250;2
21777506535750;6
21777506536000;1
21777506536500;6
21777506538250;2
21777506538500;56
21777506538750;172
21777506539000;95
21777506539250;176
21777506539500;44
21777506539750;7
21777506540000;4
21777506540250;2
21777506542250;3
21777506542500;2
21777506542750;2
21777506543000;29
21777506544250;1
21777506545000;11
21777506545500;1
21777506553750;5
21777506554000;6
21777506572750;1
21777506583000;2
21777506583250;4
21777506583500;7
21777506583750;1
21777506584000;1
21777506588250;18
21777506588750;2
21777506589000;8
21777506596500;3
21777506597000;1
21777506597250;3
21777506599000;3
21777506599250;10
21777506599500;5
21777506599750;9
21777506600250;1
21777506600500;49
21777506600750;81
21777506601000;6
21777506601250;4
21777506601500;6
21777506601750;6
21777506602000;4
21777506602500;4
21777506602750;1
21777506605000;4
21777506613250;6
21777506613500;13
21777506614000;2
21777506614750;2
21777506616500;24
21777506616750;18
21777506617000;121
21777506617250;84
21777506621500;2
21777506621750;3
21777506622500;1
21777506634000;1
21777506668500;6
21777506669500;4
21777506671750;1
21777506727750;2
21777506728000;19
